0.5523713827133179,0.3480018973350525,-0.026299182325601578;0.40964215993881226,0.3629838824272156,-0.055948756635189056;0.5561767220497131,0.5530524253845215,-0.05008331686258316;0.41421517729759216,0.5847664475440979,-0.09410162270069122;0.512057363986969,0.7089402675628662,-0.20262642204761505;0.47685790061950684,0.7081848978996277,-0.21273115277290344;0.5270107984542847,0.6923060417175293,0.003349487902596593;0.44113534688949585,0.703588604927063,-0.0034235939383506775;0.658955991268158,0.7896263003349304,-0.3380104899406433;0.3087816536426544,0.7712870240211487,-0.31963643431663513;0.4864252209663391,0.8241507411003113,-0.16339299082756042;0.4978716969490051,0.8079262375831604,-0.1607741117477417;0.4715345501899719,0.7862740159034729,-0.13551436364650726;0.5035580396652222,0.7596787214279175,-0.13256151974201202;
0.551883339881897,0.34878990054130554,-0.02133381925523281;0.4099990725517273,0.3607099652290344,-0.04361090809106827;0.5559576749801636,0.5534964799880981,-0.043289102613925934;0.41389793157577515,0.581480860710144,-0.08064080774784088;0.5116121172904968,0.7065520286560059,-0.1889323890209198;0.47586560249328613,0.7064214944839478,-0.20066742599010468;0.5266804695129395,0.6912111043930054,0.0015452007064595819;0.44053149223327637,0.7032040953636169,-0.001662812428548932;0.659302294254303,0.7904050946235657,-0.32277628779411316;0.3088107705116272,0.7757019996643066,-0.30016449093818665;0.48469990491867065,0.8253000974655151,-0.1551837921142578;0.48992252349853516,0.800010621547699,-0.14499980211257935;0.473226934671402,0.7844778895378113,-0.12762416899204254;0.5042215585708618,0.7581236362457275,-0.11644603312015533;
0.5528484582901001,0.3532564640045166,-0.026872489601373672;0.408979594707489,0.3620637357234955,-0.047158412635326385;0.5568941235542297,0.5589596033096313,-0.05181853100657463;0.4132542610168457,0.5822258591651917,-0.09009213745594025;0.512202799320221,0.7117462754249573,-0.20883473753929138;0.4724613130092621,0.7069236040115356,-0.22490306198596954;0.526681661605835,0.6934604644775391,0.001843741163611412;0.439450204372406,0.7042496204376221,-0.00196752673946321;0.6603827476501465,0.7931435704231262,-0.32521772384643555;0.30741575360298157,0.7806832790374756,-0.30944591760635376;0.482902467250824,0.832892119884491,-0.1569066196680069;0.4939369559288025,0.8073574304580688,-0.14148882031440735;0.46960362792015076,0.7900899052619934,-0.1293777972459793;0.4992121756076813,0.7622917890548706,-0.1117485910654068;
0.5533227920532227,0.3504975438117981,-0.026073580607771873;0.41014304757118225,0.3596145510673523,-0.05001969262957573;0.5562266707420349,0.5595763921737671,-0.050449781119823456;0.41324418783187866,0.5805020332336426,-0.09359951317310333;0.5097348093986511,0.7145251631736755,-0.20524132251739502;0.47171908617019653,0.7055975198745728,-0.2227165251970291;0.5269403457641602,0.6940160989761353,0.0026359071489423513;0.44079509377479553,0.7053419947624207,-0.002791820326820016;0.6593177914619446,0.7928746342658997,-0.33158159255981445;0.30682581663131714,0.7791503667831421,-0.3173106908798218;0.4845748841762543,0.8331999778747559,-0.15747538208961487;0.48645859956741333,0.8100255131721497,-0.14346620440483093;0.4716852307319641,0.7876260280609131,-0.12953881919384003;0.49890369176864624,0.7639009952545166,-0.11314882338047028;
0.551638126373291,0.35141289234161377,-0.02004133351147175;0.4083527624607086,0.3626420199871063,-0.043926626443862915;0.5569736361503601,0.560398280620575,-0.04588056355714798;0.41347989439964294,0.5834562182426453,-0.08235224336385727;0.5091941952705383,0.7132601141929626,-0.19371232390403748;0.4741021990776062,0.7106419801712036,-0.20311567187309265;0.5267512798309326,0.6987395286560059,0.0011840893421322107;0.44092169404029846,0.7102083563804626,-0.0013357556890696287;0.6607867479324341,0.7964766025543213,-0.32780346274375916;0.3083200454711914,0.780631422996521,-0.3251652717590332;0.4791931211948395,0.8313049077987671,-0.15996842086315155;0.49681252241134644,0.8035067915916443,-0.15892110764980316;0.4632716774940491,0.7777233719825745,-0.13170801103115082;0.5012919902801514,0.7645776271820068,-0.12849120795726776;
0.551364541053772,0.3504246771335602,-0.02197023294866085;0.4081999659538269,0.3613995313644409,-0.04735514149069786;0.5561622381210327,0.5600482821464539,-0.04857281222939491;0.41355571150779724,0.5802620053291321,-0.08618243038654327;0.5083649158477783,0.7151569724082947,-0.20294804871082306;0.4722983241081238,0.7064473628997803,-0.21075551211833954;0.5265094637870789,0.6961921453475952,0.0019071415299549699;0.43998628854751587,0.7087171077728271,-0.002073271432891488;0.6608825922012329,0.797728419303894,-0.3359644412994385;0.3055262267589569,0.7769383192062378,-0.3338976800441742;0.47480878233909607,0.8318820595741272,-0.16561570763587952;0.494798481464386,0.8000165224075317,-0.1618538498878479;0.46035075187683105,0.7842181921005249,-0.13725696504116058;0.5000085830688477,0.7623825669288635,-0.13104645907878876;
0.5514563918113708,0.3499651551246643,-0.023532109335064888;0.40747442841529846,0.3614763021469116,-0.04925382882356644;0.557708203792572,0.5653733611106873,-0.05040864273905754;0.41505375504493713,0.5854136347770691,-0.0887615904211998;0.506012499332428,0.7226797342300415,-0.2039295732975006;0.4765070974826813,0.7131795287132263,-0.212055966258049;0.5284414291381836,0.6976533532142639,0.002315299352630973;0.4410967230796814,0.7080575227737427,-0.0024839560501277447;0.6581408381462097,0.8009004592895508,-0.34019148349761963;0.3051610589027405,0.7743982076644897,-0.3176867663860321;0.4738498330116272,0.8337968587875366,-0.16754305362701416;0.4951333999633789,0.7899121046066284,-0.14880579710006714;0.46166887879371643,0.7908849716186523,-0.1386559158563614;0.49849051237106323,0.7576402425765991,-0.11846908181905746;
0.5513550639152527,0.35362115502357483,-0.02758636511862278;0.4072555899620056,0.36520880460739136,-0.056802283972501755;0.5585492253303528,0.5689918994903564,-0.05044955760240555;0.41230863332748413,0.5832652449607849,-0.09264816343784332;0.5065659284591675,0.7210268378257751,-0.1975935995578766;0.4713830351829529,0.7082557082176208,-0.20934632420539856;0.5284490585327148,0.6962063312530518,0.002880911808460951;0.44173675775527954,0.7060235738754272,-0.0030969034414738417;0.6601425409317017,0.7965351343154907,-0.3188614845275879;0.3039694130420685,0.7744136452674866,-0.30846384167671204;0.47542914748191833,0.8340686559677124,-0.15668535232543945;0.4922674298286438,0.7952105402946472,-0.14417849481105804;0.46079927682876587,0.7808936834335327,-0.12912218272686005;0.49701184034347534,0.761135458946228,-0.11452864110469818;
0.5517913103103638,0.3547516167163849,-0.017230674624443054;0.4070640206336975,0.3633449673652649,-0.04527341574430466;0.5577553510665894,0.5688773989677429,-0.04297113046050072;0.41202259063720703,0.5835909247398376,-0.08254385739564896;0.506184995174408,0.7186753749847412,-0.18696896731853485;0.47221583127975464,0.7105631828308105,-0.1981419026851654;0.5269137620925903,0.6995486617088318,0.002760593080893159;0.44027432799339294,0.7106637954711914,-0.0029425013344734907;0.6601418256759644,0.7982743382453918,-0.33737778663635254;0.3056509792804718,0.7742947340011597,-0.33380037546157837;0.47307974100112915,0.8357309103012085,-0.1706780642271042;0.4949493408203125,0.7916198968887329,-0.16437198221683502;0.45892637968063354,0.7825911045074463,-0.14254358410835266;0.49877968430519104,0.7625449895858765,-0.13375304639339447;
0.5530161261558533,0.35693609714508057,-0.0200043898075819;0.4077639579772949,0.36403748393058777,-0.04486705735325813;0.5586488842964172,0.5702603459358215,-0.04314389079809189;0.41242438554763794,0.585715115070343,-0.07903659343719482;0.5057966709136963,0.7212791442871094,-0.1888977438211441;0.4711804986000061,0.7115834355354309,-0.1980215311050415;0.527576208114624,0.6965223550796509,0.002449581865221262;0.4396514892578125,0.7059163451194763,-0.002642072271555662;0.6597843766212463,0.799683690071106,-0.33527806401252747;0.30610257387161255,0.7740771174430847,-0.313468337059021;0.4720343053340912,0.8422018885612488,-0.1691536158323288;0.49606457352638245,0.7944703102111816,-0.1499163955450058;0.4588007926940918,0.7900722026824951,-0.14095376431941986;0.49961185455322266,0.764564573764801,-0.12000016123056412;
0.5511466860771179,0.3562191426753998,-0.020726416260004044;0.4069729447364807,0.35913464426994324,-0.04489130526781082;0.5568594336509705,0.5724854469299316,-0.0448552630841732;0.4113333821296692,0.5811383724212646,-0.08077575266361237;0.5043794512748718,0.7197520732879639,-0.19097883999347687;0.46972233057022095,0.7079508304595947,-0.20065507292747498;0.5258067846298218,0.6954200863838196,0.002431524684652686;0.4395902752876282,0.7058966755867004,-0.002616310026496649;0.6603567004203796,0.7982590794563293,-0.33649325370788574;0.30476298928260803,0.7753069400787354,-0.331876665353775;0.4744836688041687,0.8373003005981445,-0.1687813103199005;0.49305209517478943,0.7912363409996033,-0.15952609479427338;0.4608106017112732,0.7879335880279541,-0.1407470703125;0.498587429523468,0.7621845006942749,-0.1286710649728775;
0.5517189502716064,0.35675758123397827,-0.025720342993736267;0.4066463112831116,0.3604559898376465,-0.04854975640773773;0.5573976635932922,0.573643147945404,-0.048618752509355545;0.4104270040988922,0.582137405872345,-0.08375348150730133;0.504348635673523,0.7219089269638062,-0.19335970282554626;0.4704204499721527,0.7107291221618652,-0.202912837266922;0.5252276659011841,0.6961154937744141,0.00237536639906466;0.43912380933761597,0.7065258622169495,-0.00257033109664917;0.6598809957504272,0.7972155213356018,-0.3364817500114441;0.3054618835449219,0.7806351780891418,-0.3278740346431732;0.47916531562805176,0.8390659093856812,-0.17062100768089294;0.49599409103393555,0.7962350845336914,-0.15702761709690094;0.46208810806274414,0.7850762009620667,-0.142742320895195;0.4986967146396637,0.7602246403694153,-0.12628723680973053;
